Subject,Course Number,Course Name
SCAN,SCAN102,Beginning Scandinavian II
EPS,EPS404,European Education since 1600
SPED,SPED405,Gen Educator's Role in SPED
PSYC,PSYC199,Undergraduate Open Seminar
SBC,SBC511,Strategic Analytics & Data Visualization
VCM,VCM503,Current Lit in Equine Med Surg
ANTH,ANTH393,The World of Jewish Sepharad
VCM,VCM611,Dermatology
ARCH,ARCH474,Architectural Design and Making
ARTS,ARTS334,Metalsmithing
NPRE,NPRE461,Probabilistic Risk Assessment
REES,REES550,Seminar in REEE Studies
THEA,THEA491,Advanced CAD Drafting for Lighting Designers
INFO,INFO310,Computing in the Humanities
KIN,KIN250,Introduction to Personal Training
EPSY,EPSY201,Educational Psychology
ABE,ABE469,Capstone Design Experience
ACE,ACE310,Natural Resource Economics
FSHN,FSHN428,Community Nutrition
SHS,SHS570,Evidence-Based Practice in Audiology & Speech-Language Pathology
FR,FR418,Language & Minorities in Europe
HUM,HUM390,Individual Study
AFST,AFST404,Intermediate Bamana II
ECE,ECE434,Mobile Computing & Application
ENG,ENG199,Undergraduate Open Seminar
ECE,ECE528,Analysis of Nonlinear Systems
CW,CW100,Intro to Creative Writing
BSE,BSE600,Global One Health
SOC,SOC122,Africa in World Perspective
ECE,ECE499,Senior Thesis
FR,FR460,Principles of Language Testing
VCM,VCM528,Comparative Veterinary Physiology
VCM,VCM637,Advanced Clinical Cardiology
LING,LING560,Seminar in Bilingualism
EALC,EALC398,Colloquium in EALC
AAS,AAS300,"Theories of Race, Gender, and Sexuality"
HIST,HIST511,Research Seminar: Africa
LLS,LLS473,"Immigration, Health & Society"
EALC,EALC212,East Asian Art History
CEE,CEE469,Wood Structures
EALC,EALC280,Anthropology of Martial Arts
ADV,ADV399,Advertising Study Abroad
CS,CS574,Randomized Algorithms
GS,GS101,Exploring General Studies
RMLG,RMLG417,Topics in the History of Romance Languages
ERAM,ERAM551,Philosophy and Educational Research
GWS,GWS240,Gender & Sexuality in Greco-Roman Antiquity
ECE,ECE455,Optical Electronics
MCB,MCB406,Gene Expression & Regulation
ECON,ECON397,Senior Research I
ANSC,ANSC592,Adv Topics in Animal Science
ECE,ECE304,Photonic Devices
SOC,SOC202,Sexualities
NPRE,NPRE554,Independent Lab Investigations
ANTH,ANTH416,Anthropology of Music
GER,GER320,German for Business
AIS,AIS430,Indigenous Governance
NEUR,NEUR530,Special Topics in Neuroscience
PHYS,PHYS513,Quantum Optics & Information
SLAV,SLAV505,Old Church Slavonic
FSHN,FSHN519,Flavor Chemistry and Analysis
NRES,NRES502,Research Methods in NRES
CWL,CWL430,History of Translation
ENGL,ENGL223,Jewish Storytelling
CHBE,CHBE454,CHBE Projects
FIN,FIN550,Big Data Analytics in Finance for Predictive and Causal Analysis
IB,IB485,Environ Toxicology & Health
CS,CS588,Autonomous Vehicle System Engineering
ERAM,ERAM555,Ethnographic Methods in Education
CPSC,CPSC484,Plant Physiology
LA,LA563,Soc/Beh Research Designed Env
ACE,ACE444,Finan Serv & Invest Plan
SPED,SPED595,Independent Study
TRST,TRST431,History of Translation
GER,GER260,The Holocaust in Context - ACP
MSE,MSE461,Electronic Materials II
HIST,HIST281,Constructing Race in America
AAS,AAS246,Asian American Youth in Film
GEOL,GEOL406,Fluvial Geomorphology
ANTH,ANTH165,Lang & Culture Native North Am
GEOG,GEOG392,Geography & GIS Internship
KIN,KIN391,Special Project-Problems
SOCW,SOCW240,Death & Dying
SPED,SPED545,Transition and Voc Planning
DTX,DTX499,Multidisciplinary Innovation Studio
NPRE,NPRE100,Orientation to NPRE
HIST,HIST268,Biology and Society from Darwin to the Human Genome
HDFS,HDFS355,Creative Dance for Children
PSYC,PSYC550,Moral Psychology
ADV,ADV452,Creative Concepts I
CEE,CEE504,Infrastructure NDE Methods
ENGL,ENGL441,British Lit 1900-1930
BADM,BADM356,Data Science and Analytics
PATH,PATH590,Seminar
PSYC,PSYC224,Cognitive Psych
LAW,LAW699,Independent Study
SPED,SPED436,Systematic Instruction in Special Education
IS,IS527,Network Analysis
GGIS,GGIS507,High-Performance Geospatial Computing
SOC,SOC472,Urban Communities & Public Pol
SHS,SHS514,Motor Speech Disorders
KIN,KIN249,Sport & Modern Society
REES,REES495,Senior Seminar
KIN,KIN259,Motor Development and Control
ASST,ASST590,Individual Study and Research
FR,FR211,Introduction to Literary Studies
GEOL,GEOL564,Geochronology
CHEM,CHEM204,Accelerated Chemistry II
LCTL,LCTL201,Intermediate Course in a Less Commonly Taught Language I
GEOG,GEOG481,Intl Environ Cooperation
ANTH,ANTH372,Topics in Lang & Culture
NEUR,NEUR481,Developmental Neurobiology
HIST,HIST575,Problems African American Hist
HIST,HIST240,Ancient Greek Civilization
FR,FR179,Migration & Fr Nat ID
CW,CW463,Adv Topics in Creative Writing
ESE,ESE289,Environment & Sustainability Field Study
HIST,HIST143,Western Civ Since 1660-ACP
CEE,CEE526,Construction Optimization
ARCH,ARCH501,Architectural Practice
UP,UP436,Urban Design Workshop
CEE,CEE593,Tunneling in Soil and Rock
IS,IS544,Library Cooperation & Networks
ACCY,ACCY502,Accounting Analysis II
MUSC,MUSC141,Jazz Brass
ACES,ACES298,International Experience
CLCV,CLCV411,Ancient Roman Architecture
GEOG,GEOG482,Challenges of Sustainability
BIOE,BIOE205,Signals & Systems in Bioengrg
ESE,ESE470,Introduction to Hydrogeology
CMN,CMN323,Argumentation
CLE,CLE622,Physical Diagnosis II
EURO,EURO490,Special Topics in EU Studies
ECON,ECON547,Urban Economics
JS,JS341,Love & Sex in Hebrew Lit
AE,AE543,Aerospace Syst Engineering II
MACS,MACS383,French & Comparative Cinema II
EPOL,EPOL405,School and Society
GGIS,GGIS222,Big Rivers of the World
SPAN,SPAN130,Intermediate Spanish
KOR,KOR203,Intermediate Korean I
LAW,LAW624,Real Estate Finance
BDI,BDI411,"Blockchain, Tokens, and Their Application in Business"
PSYC,PSYC414,"Brain, Learning, and Memory"
LAW,LAW619,Wildlife Law
ANTH,ANTH360,Evolution and Human Health
INFO,INFO416,Makerspace: Game Studies
ENGL,ENGL582,Topics Research and Writing
SOCW,SOCW516,"Child, Youth and Family Svcs"
LING,LING240,Language in Human History
AFST,AFST420,Africana Feminisms
SHS,SHS475,Prepracticum in SHS
THEA,THEA574,Colloquium in Acting: Acting
EPOL,EPOL476,Project Management Principles and Applications
ANTH,ANTH438,Primate Life History Evolution
SPAN,SPAN250,Approaches to Literature
LLS,LLS260,Graffiti and Murals
ETMA,ETMA293,Off-Campus Internship
ENGL,ENGL270,American Film Genres
CLE,CLE682,Immersion in Clinical Practice - Phase 2
CPSC,CPSC553,Advanced Plant Breeding
BIOE,BIOE424,Modeling for Angiogenesis
ECON,ECON471,Intro to Applied Econometrics
LER,LER542,Collective Bargaining
ACE,ACE456,Agricultural and Food Policies
ARTH,ARTH416,The Archaeology of Italy
CHBE,CHBE412,Computational Tools in Chemical Engineering
LAW,LAW610,Introduction to Advocacy
IS,IS594,Information Sciences Practice
MBA,MBA591,Program Capstone
EPOL,EPOL574,Management of Human Resource Development
CLCV,CLCV120,The Classical Tradition
CSE,CSE560,Computational Fluid Mechanics
ACE,ACE345,Finan Decision Indiv Sm Bus
ATMS,ATMS390,Internship in Atmospheric Sciences
HDFS,HDFS425,Family Stress and Change
ENVS,ENVS210,Environmental Economics
ENGL,ENGL293,The Anthropocene
PATH,PATH645,Outbreak Investigation
PATH,PATH515,Mechanisms Microbial Infection
REL,REL223,The Qur'an (Koran)
LAT,LAT201,Intermediate Latin
BADM,BADM507,Emp. Res. Methods in Bus. Adm.
MDVL,MDVL411,Chaucer
HIST,HIST290,"Religion, Violence & America"
JS,JS552,Seminar Holocaust & Genocide
ANSC,ANSC363,Behavior of Domestic Animals
SPAN,SPAN442,Latina Literature
CLE,CLE631,Clinical Elective
MUS,MUS158,Supp Percussion Instruments
MUS,MUS175,Grp Instr Pno for Mus Maj IV
ME,ME544,Dynamic System Reliability
EPOL,EPOL472,Instructional and Training System Design
CWL,CWL325,Chekhov
PS,PS530,Quant Pol Analysis I
MUS,MUS563,Topics in Choral Repertoire
ART,ART105,Visual Design for Non-Majors
PHIL,PHIL499,Capstone Seminar
CPSC,CPSC480,Cannabis Classification and Management
ARCH,ARCH199,Undergraduate Open Seminar
ETMA,ETMA465,Chemical Applications Systems
ITAL,ITAL414,Petrarch & Boccaccio
ME,ME472,Introduction to Tribology
ARCH,ARCH371,Architectural Design and Urbanism
GWS,GWS415,Africana Feminisms
PATH,PATH548,Toxicologic Pathology
FR,FR417,Topics in the History of Romance Languages
MUS,MUS490,Oboe
AGED,AGED260,Intro to Leadership Studies
GS,GS102,Prep for 21st Cent Challenges
CI,CI595,Independent Study
LING,LING300,Anat & Physiol Spch Mechanism
PATH,PATH556,Exotic/Wild Animal Diag Path 1
WLOF,WLOF202,Elementary Wolof II
CLE,CLE796,Consultation-Liaison with Outpatient Psychiatry
RUSS,RUSS460,Russian Culture Studies
GEOG,GEOG391,Honors Individual Study
ANTH,ANTH461,Hist of Archaeological Theory
PS,PS457,Dem Gov in a Global Setting
CHLH,CHLH473,"Immigration, Health & Society"
MFST,MFST396,Honors Research or Thesis
MUS,MUS189,Clarinet
ECE,ECE439,Wireless Networks
MSE,MSE582,Surface Physics
NPRE,NPRE560,Reactor Kinetics and Dynamics
HIST,HIST400,"War, Soc, Politics, & Culture"
ANTH,ANTH471,Ethnography through Language
AGED,AGED310,Prof Dev in Leadership Ed
MBA,MBA552,Fostering Creative Thinking
PHIL,PHIL101,Introduction to Philosophy
MACS,MACS382,Media and Cinema in French
ANTH,ANTH102,Human Origins and Culture
MCB,MCB297,MCB Honors Discussion
CI,CI567,Children's Literature in the School Curriculum
ARTD,ARTD460,Advanced Photography
REL,REL202,New Testament in English
SE,SE599,Thesis Research
THEA,THEA110,Broadway Musicals
FSHN,FSHN340,Food Production and Service
ECE,ECE476,Power System Analysis
RST,RST312,"Discovery, Tourism and Travel"
IS,IS560,Digital Libraries
BIOE,BIOE500,Graduate Seminar
ECON,ECON418,Health Economics
AFST,AFST405,Topics Swahili Lang & Lit I
AGCM,AGCM295,Independent Study or Research
CI,CI439,Critiques of Educational Technology
ARCH,ARCH577,Theories of Architecture
ENG,ENG111,MEP Mentoring
GEOG,GEOG491,Research in Geography
LING,LING501,Syntax I
NPRE,NPRE521,Interact of Radiation w/Matter
EALC,EALC220,Traditional China
PS,PS524,Methods in Intl Rel
PHIL,PHIL429,Value Theory
ETMA,ETMA467,Precision Agric Technology
CWL,CWL417,Topics in Medieval British and Irish Literature
ECE,ECE555,Control of Stochastic Systems
ESE,ESE462,Ecological Criticism
ARTS,ARTS448,BASA Capstone Project
HORT,HORT226,Introduction to Weed Science
LA,LA570,Landscapes and Human Health
LA,LA352,Woody Landscape Plants
EPOL,EPOL435,Global Migration and Education
PSYC,PSYC462,How Children Think
CHEM,CHEM584,Introduction to Materials Chem
FIN,FIN594,Seminar in Corporate Finance
CMN,CMN102,Intro to Comm Theory & Res
IE,IE310,Deterministic Models in Optimization
REL,REL208,Cultures & Literatures of South Asia
THEA,THEA153,Introduction to Theatre Sound
MUSC,MUSC437,Jazz Guitar
MUSC,MUSC477,University Orchestra
MACS,MACS227,Studies in Black Television
ARTD,ARTD230,Design Thinking/Need-Finding
REL,REL414,Advanced Biblical Hebrew
ACE,ACE335,Food Marketing and Behavior
IS,IS587,History and Foundations of Library and Information Science
BADM,BADM354,Mgmt of Data Communications
LA,LA452,Planting Design
CI,CI452,Soc Stu as Action and Inquiry
IS,IS492,Topics in Information Organizations & Social Contexts
ETMA,ETMA464,Heavy Equipment Powertrains
CSE,CSE529,Interact of Rad w/Matter II
ASTR,ASTR414,Astronomical Techniques
EPS,EPS590,Advanced Graduate Seminar
SOC,SOC373,Social Inequality
FIN,FIN563,Investment Banking
ECE,ECE544,Topics in Signal Processing
IB,IB471,Fungal Diversity and Ecology
AFRO,AFRO290,Af Am Urban Hist Since 1917
TRST,TRST500,Translation and Interpreting: Reflective Practice
SPED,SPED432,Multiple Disabilities
IS,IS418,Community Engagement
BTW,BTW279,Writing Job Applications
CS,CS361,Probability & Statistics for Computer Science
IS,IS534,Information Consulting
ETMA,ETMA421,Industrial and Agricultural Safety-Injury Prevention
MATH,MATH526,Algebraic Topology II
ARCH,ARCH572,Design: Behavior and Environment
GWS,GWS202,Sexualities
CHBE,CHBE475,Tissue Engineering
FR,FR413,French Phonetics and Phonology
NRES,NRES594,NRES Professional Orientation
CMN,CMN503,Health Comm Research MethodsII
CHLH,CHLH485,Community Health Internship
MUSC,MUSC416,Advanced Electric Violin
MUS,MUS206,Intermediate Composition
ECE,ECE508,Manycore Parallel Algorithms
MUS,MUS436,Jazz Aural Skills II
CMN,CMN432,Gender and Language
SOC,SOC521,Sociology of Race and Racism
ARCH,ARCH513,Sem in Ren & Baroque Arch
CLCV,CLCV493,Independent Reading
GWS,GWS337,Interrogating Masculinities
MUS,MUS263,Men's Glee Club
FIN,FIN434,Employee Benefit Plans
CLCV,CLCV114,Introduction to Greek Culture
DANC,DANC201,Yoga Practicum
ENG,ENG572,Professional Practicum
SPED,SPED526,Collaborative Leaders in SPED
IB,IB494,Theoretical Biology + Models
PSYC,PSYC535,Cultural Psychology
IB,IB513,Disc in Plant Physiology
RST,RST429,"Contemporary Issues in Recreation, Sport and Tourism"
HT,HT511,Health Technology Capstone Development
THEA,THEA223,Introduction to Stage Rigging
GWS,GWS432,Gender Communication
REHB,REHB199,Undergraduate Open Seminar
MSE,MSE481,Electron Microscopy
LA,LA563,Human-centric Research for Designed Environments
GRK,GRK599,Thesis Research
LING,LING576,Exper Phon II Spch Acous Perc
REL,REL342,Archaeology of Religion
HIST,HIST521,Seminar in Chinese History
LEAD,LEAD116,Honors Uncommon Reads
MUS,MUS513,Topics in Opera History
SLS,SLS580,Classroom Language Acquisition
VCM,VCM585,Current Lit Sm Anim Medicine
ANTH,ANTH240,Biological Anthropology
THEA,THEA422,Structures for the Stage
GEOL,GEOL563,Analytical Geochemistry
CPSC,CPSC448,Biological Modeling
PHIL,PHIL390,Individual Study
ENG,ENG261,Technology & Mgmt Seminar
AE,AE396,Honors Seminar
BADM,BADM352,Database Design and Management
PSYC,PSYC508,Intro to Systems Neuroscience
ENG,ENG100,Grainger Engineering Orientation Seminar
ACE,ACE100,Agr Cons and Resource Econ
LA,LA430,Children and Nature
SPED,SPED488,Ethics & Prof. Behavior
ESE,ESE466,Environmental Policy
LAS,LAS279,Writing Job Applications
DANC,DANC455,Supervised Teaching
CHEM,CHEM492,Special Topics in Chemistry
ECON,ECON540,Labor Economics I
VM,VM613,Clinical Practice IV
BIOE,BIOE540,Algorithmic Genomic Biology
ANTH,ANTH182,Latin American Cultures
ECON,ECON517,Monetary Policy
ERAM,ERAM551,Philosophy and History of Educational Research
LAW,LAW625,State and Local Government
CPSC,CPSC416,Native Plants and Agroecosystems
FIN,FIN532,Managing Market Risks for Financial Institutions
DANC,DANC350,Creative Dance for Children
SOC,SOC599,Thesis Research
HIST,HIST407,Slavery & Race in Latin Am
ECE,ECE313,Probability with Engrg Applic
AGED,AGED280,Training Needs Assessment
ARTS,ARTS449,Advanced Seminar in New Media
BUS,BUS315,Junior Business Honors Seminar
DANC,DANC102,Modern Dance II
IS,IS100,Exploring the iSchool with a Human-Centered Lens
SPAN,SPAN595,Special Topics in Spanish
ANTH,ANTH230,Sociocultural Anthropology
BADM,BADM446,Entrepreneurship: New Venture Creation
ECE,ECE314,Probability in Engineering Lab
MSE,MSE308,Materials Laboratory II
ENGL,ENGL323,Tolstoy
SAME,SAME213,Intro to Islam - ACP
EOL,EOL570,Organization of Higher Education
SOCW,SOCW404,Social Work Case Management Practice
GSD,GSD500,Colloquium in Game Studies & Design
CHLH,CHLH556,Strategic Planning in Healthcare
CHBE,CHBE422,Mass Transfer Operations
CI,CI547,Sociopol Persp Math Science
PERS,PERS454,Advanced Persian II
ECON,ECON572,Political Economy
SOC,SOC196,Issues in Sociology
DANC,DANC467,Advanced Ballet Tech Elect
ARCH,ARCH418,Hist of the Urban Environment
LING,LING110,Cultural Experiences of the Muslim World
DANC,DANC499,Senior Thesis Project
THEA,THEA470,Advanced Screenwriting
ENVS,ENVS433,Pesticide Toxicology
VM,VM602,Structure and Function I
MUSC,MUSC433,Advanced Jazz Trumpet
ECE,ECE488,Compound Semicond & Devices
PSYC,PSYC443,Psychophysiology in Ex & Sport
SOC,SOC328,Asian Americans & Inequalities
ANTH,ANTH241,Human Biological Variation
BADM,BADM583,Current Topics in Intl Bus
LING,LING581,Topics in Syntactic Theory
GEOG,GEOG380,GIS II: Spatial Prob Solving
ARAB,ARAB412,Business Arabic
HIST,HIST305,Andean Countries of S America
BSE,BSE612,Foundational Elements
THEA,THEA450,Management Seminar
BIOE,BIOE310,Comp Tools Bio Data
AGED,AGED420,Curr Design & Instruction
GER,GER191,Freshman Honors Tutorial
CHEM,CHEM474,Drug Discovery & Development
KIN,KIN473,Skill Acquisition Strategies
LA,LA101,Introduction to Landscape Arch
DANC,DANC245,Introduction to Somatics
IS,IS457,Introduction to Data Science
CLE,CLE777,Vascular and Interventional Radiology
CHIN,CHIN306,Advanced Chinese II
SHS,SHS534,Aphasia and Related Disorders
ARTH,ARTH403,Word and Image in Chinese Art
PHIL,PHIL230,Philosophy of Religion Intro
THEA,THEA444,Costume Draping
SLAV,SLAV576,Methods in Slavic Grad Study
CHEM,CHEM546,Advanced Statistical Mechanics
CHIN,CHIN409,Social Science Rdgs Chinese
MBA,MBA598,Program Capstone
BUS,BUS315,Junior Gies Scholar Seminar
EALC,EALC361,Women in East Asia
HDFS,HDFS596,Advanced Studies in HDFS
SAME,SAME223,The Qur'an (Koran)
HORT,HORT205,Local Food Systems
MICR,MICR590,Individual Topics
DANC,DANC150,Orientation to Dance
CEE,CEE495,Professional Practice
SOCW,SOCW475,Undergraduate Research Abroad
IE,IE546,Human Factors in HCES
BIOP,BIOP599,Thesis Research
MUS,MUS478,Guitar
CS,CS524,Concurrent Progrmg Languages
PHIL,PHIL206,Early Modern Philosophy
BADM,BADM504,Phil of Science and Bus Admin
AFRO,AFRO460,Slavery in the United States
CEE,CEE581,"Dams, Embankments, and Slopes"
FIN,FIN445,Real Estate Investment
FIN,FIN551,International Finance
STAT,STAT410,Statistics and Probability II
MCB,MCB429,Cellular Microbiology &Disease
ARCH,ARCH571,Design: Detail and Architectonics
SE,SE398,Special Topics
JOUR,JOUR360,The Media and You
PHIL,PHIL223,Minds & Machines
ARCH,ARCH373,Arch Design and the Landscape
EPOL,EPOL590,Advanced Graduate Seminar
IS,IS516,School Library Media Center
FIN,FIN514,Financial Engineering II
ADV,ADV495,Internship Seminar
CHLH,CHLH550,Health Policy: United States
NS,NS204,Navigation/Naval Operations I
PHIL,PHIL414,Major Recent Philosophers
KIN,KIN247,Intro to Sport Psychology
PHIL,PHIL443,Phenomenology
EPSY,EPSY413,Intelligence Assess and Theory
MUSC,MUSC132,Jazz Saxophone
TSM,TSM130,Basics of CAD
HIST,HIST504,Problems in the History of Science and Medicine
FIN,FIN432,Managing Fin Risk for Insurers
KIN,KIN551,Sci Basis of Phys Performance
ASST,ASST218,S Asian Cultural Landscapes
PS,PS180,IntroPolitics of Globalization
IB,IB390,Undergraduate Research Experience
CI,CI445,Science and Social Studies Inquiry
RST,RST316,Leisure and Human Development
SPED,SPED461,Alternative and Augmentative Communication and Literacy
ANTH,ANTH103,Anthro in a Changing World
ECON,ECON415,Environmental Economics
FIN,FIN520,Financial Management
HDFS,HDFS552,Childhood Obesity II
PHYS,PHYS100,Thinking About Physics
SAME,SAME403,Women in Muslim Societies
FSHN,FSHN424,Biopsychology of Ingestive Behavior
CHLH,CHLH274,Introduction to Epidemiology
AFRO,AFRO410,Hate Crimes
ESE,ESE120,Severe and Hazardous Weather
BADM,BADM551,Managing Intellectual Property
KIN,KIN150,Bioscience of Human Movement
ESE,ESE100,Sustainable Earth
HEBR,HEBR199,Undergraduate Open Seminar
AGCM,AGCM315,Emerging Media
DANC,DANC366,Int/Adv Ballet Tech Core
ECE,ECE574,Nanophotonics
HIST,HIST291,History of the Bible
PSYC,PSYC545,Intro to Clin-Comm Psych IV
JOUR,JOUR505,Journalism Proseminar
ANSC,ANSC350,Cellular Metabolism in Animals
EURO,EURO502,The EU in a Global Context
CSE,CSE450,Computational Mechanics
AFRO,AFRO243,Pan Africanism
CLCV,CLCV240,Sex & Gender in Antiquity
MUSC,MUSC404,Collaborative Piano
ARTD,ARTD501,Industrial Design I
SLAV,SLAV399,Advanced Undergraduate Open Seminar
LER,LER200,Globalization and Workers
BASQ,BASQ402,Readings in Basque Studies
THEA,THEA231,Intro to Lighting Design
IB,IB440,Plants and Global Change
THEA,THEA442,Costume Patterning
PATH,PATH394,Pathobiology
KIN,KIN390,Honors
TAM,TAM416,Intro to Nonlinear Dyn & Vib
AFST,AFST407,Adv Topics Swahili Lang&Lit I
ECE,ECE579,Computational Complexity
HORT,HORT261,Biotechnology in Agriculture
KOR,KOR441,Fourth Year Korean II
ARTD,ARTD490,Senior Honors
STAT,STAT558,Risk Modeling and Analysis
TAM,TAM435,Intermediate Fluid Mechanics
LING,LING401,Intro to General Phonetics
NRES,NRES501,Special Problems
ANSC,ANSC310,Meat Selection and Grading
EPS,EPS325,Social Media and Global Change
REL,REL109,Religion & Society in West II
MUSC,MUSC484,Concert Band
ANSC,ANSC444,Applied Animal Genetics
CS,CS474,Logic in Computer Science
MUS,MUS593,Graduate Level Trumpet
CLCV,CLCV221,Odysseus and Other Heroes
ABE,ABE482,Package Engineering
BIOE,BIOE582,Stats & Algo in Genomic Bio
PHIL,PHIL521,Seminar Contemporary Problems
LLS,LLS412,Hispanics in the U.S.
PATH,PATH555,Comparative Oncology
HIST,HIST213,African Muslim Societies
PS,PS331,Intro to Electoral Behavior
PSYC,PSYC341,Advanced Community Projects
AE,AE435,Electric Propulsion
EPOL,EPOL507,Philosophy and Educational Research
EOL,EOL542,Leading Learning-Centered Schools
GER,GER405,History of Translation
RST,RST120,Foundations of Recreation
IE,IE445,Human Performance and Cognition in Context
GGIS,GGIS390,Independent Study
LLS,LLS468,Latinas/os & the Law
PHYS,PHYS523,Instrumentation and Applied Physics Project
FIN,FIN578,Govt Market Economy
PSYC,PSYC484,Ethical Practice of Statistics
ARAB,ARAB405,Advanced Standard Arabic I
AGED,AGED260,Introduction to Leadership Studies
FR,FR599,Thesis Research
TE,TE360,Lectures in Engineering Entrepreneurship
FAA,FAA430,Capstone Seminar
KIN,KIN590,Independent Study
CEE,CEE411,RR Project Design & Constr
ATMS,ATMS140,Climate and Global Change
STAT,STAT466,Image and Neuroimage Analysis
HIST,HIST426,Early Modern Japan
EDUC,EDUC299,Education Study Abroad
SOC,SOC374,Immigrants in the U.S.
AAS,AAS200,U.S. Race and Empire
ECE,ECE432,Advanced Electric Machinery
BIOE,BIOE476,Tissue Engineering
ME,ME320,Heat Transfer
LER,LER100,Introduction to Labor Studies
LLS,LLS265,Politics of Hip Hop
AHS,AHS125,Freshmen Scholars Seminar
MUS,MUS164,Jazz Keyboard Studies II
CI,CI444,Social Studies in Early Childhood Education
ECON,ECON557,Topics in Microeconomics III
GEOL,GEOL460,Geochemistry
THEA,THEA464,American Theatre History II
CW,CW208,Creative Nonfiction Workshop
ABE,ABE599,Thesis Research
MDVL,MDVL543,Research Seminar: Medieval
IS,IS491,Topics in Information Services
ENGL,ENGL416,Topics in Brit Drama to 1660
MATH,MATH399,Math/Actuarial Internship
ECE,ECE471,Data Science Analytics using Probabilistic Graph Models
MUSC,MUSC422,Bassoon
EOL,EOL550,Ed Ldrshp & Prof Development
SE,SE298,Special Topics
EPS,EPS424,Economics of Education
FIN,FIN424,Mergers and Acquisition
MUSC,MUSC463,Black Chorus
CWL,CWL272,Sexuality and Literature
BSE,BSE711,Climate Aware Physicians
ARTD,ARTD471,Graphic Design Capstone
CB,CB591,Biosciences Seminar Series
ERAM,ERAM552,The Role of Theory in Educational Research
JOUR,JOUR199,Undergraduate Open Seminar
SOCW,SOCW593,Applied Qualitative Research
GWS,GWS263,US History of Medicine
PHIL,PHIL191,Freshman Honors Tutorial
CI,CI526,Capstone II: Completion
BDI,BDI477,Emerging Technology and Disruption: Learning to Navigate an Uncertain Future
THEA,THEA425,Advanced Scenographic Drafting
ANTH,ANTH280,Anthropology of Martial Arts
CS,CS513,Theory & Practice of Data Cleaning
CEE,CEE562,Highway Bridge Design
ECE,ECE512,Computer Microarchitecture
FR,FR101,Elementary French I
CS,CS542,Statistical Reinforcement Learning
CHEM,CHEM535,Organic Chemistry Seminar
ECON,ECON546,Gen Equ Env Tax Policy
MUS,MUS336,Service Learning in Music Education
PS,PS579,Topics in Pol Theory
PSYC,PSYC499,Senior Honors Seminar II
PSYC,PSYC506,Statistical Methods I
FSHN,FSHN150,Introduction to Dietetics
ARTE,ARTE402,Artistic Development
CHIN,CHIN204,Intermediate Chinese II
MACS,MACS323,Studies Film/Media Production
STAT,STAT425,Applied Regression and Design
ENGL,ENGL280,Women Writers
MATH,MATH554,Linear Analysis and Partial Differential Equations
REHB,REHB501,Rehabilitation Research
FIN,FIN582,Project Management
PHIL,PHIL104,Intro to Ethics-ACP
MUSC,MUSC413,Advanced Double Bass
CLCV,CLCV430,History of Translation
HIST,HIST170,US Hist to 1877-ACP
ASTR,ASTR505,Star Formation
MUS,MUS499,Proseminar in Music
EPS,EPS431,New Learning
PSYC,PSYC351,Thinking and Reasoning
MUSC,MUSC115,Guitar
MACS,MACS202,Social Aspects Info Tech
MDVL,MDVL122,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture"
GER,GER500,Readings in German Grads I
AGED,AGED230,Leadership Communications
EURO,EURO596,Special Topics in EU Studies
VCM,VCM637,Ruminant Health & Production I
EPSY,EPSY507,Economic Analysis and Education Policy
MUSC,MUSC536,Graduate Jazz Double Bass
HORT,HORT396,Ug Honors Research or Thesis
MUSC,MUSC532,Graduate Jazz Saxophone
ECE,ECE484,Inactive
LLS,LLS365,"Chicana/Latina Autobiography, Memoir, Testimonio"
DTX,DTX252,Introduction to Prototyping
ARTH,ARTH531,Seminar in N. Renaissance Art
HIST,HIST205,LatAm Hist: Primary Accounts
CLE,CLE621,Physical Diagnosis I
VCM,VCM595,MVS Integrative Learning Experience
NPRE,NPRE452,Advanced Radiological Science Lab
ME,ME598,Special Topics
AGED,AGED380,Leadership in Groups and Teams
GEOG,GEOG460,Aerial Photo Analysis
RUSS,RUSS501,Russian for Grad Students I
MUSC,MUSC401,Advanced Piano
CI,CI452,Social Studies as Action and Inquiry
IB,IB526,Seminar in Entomology
ASRM,ASRM451,Basics of Statistical Learning
CLCV,CLCV410,Ancient Egyptian & Greek Arch
DANC,DANC103,Contact Improvisation
SHS,SHS389,Neuroplasticity and Communication
CI,CI431,Tchg Elementary Mathematics
HORT,HORT588,Plant Biochemistry
GWS,GWS363,"Gender, Health & Pop Culture"
ANSC,ANSC447,Advanced Genetics and Genomics
CWL,CWL467,Japanese Cinema
SOC,SOC320,Queer Theory
CS,CS410,Text Information Systems
ARCH,ARCH410,Ancient Egyptian & Greek Arch
PSYC,PSYC396,Intermediate Current Topics in Psychology
PS,PS502,Democratic Political Inst II
ARAB,ARAB410,AdvTop Stand Arabic LangLit II
PS,PS170,"Power, Politics, and Protest"
ENG,ENG299,Engineering Study Abroad
BIOE,BIOE473,Biomaterials Laboratory
VCM,VCM644,Veterinary Pain Management
IS,IS525,Data Warehousing and Business Intelligence
KIN,KIN542,Mind-Body Exercise Approaches to Health
ARTH,ARTH410,West African Art and Ideas
CHLH,CHLH568,Computer Packages in Health Research
GEOL,GEOL104,Geology of the National Parks
MACS,MACS395,Special Media/Cinema Topics
IE,IE300,Analysis of Data
ANTH,ANTH339,Industrial Heritage and Communities
